Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Berryaustin 2 Go,78701,11/21/2014,97,"200 CONGRESS AVE
AUSTIN, TX 78701
(30.2646011349829, -97.7444232076484)",10550264,Routine Inspection
Walton's Fancy & Staple,78701,11/21/2014,70,"609 W 6TH ST
AUSTIN, TX 78701
(30.2695381218035, -97.7490129375443)",10196030,Routine Inspection
"Caffe Medici Austonian,LLC",78704,11/21/2014,88,"200 S CONGRESS AVE
AUSTIN, TX 78704
(30.2606578831716, -97.74594266542)",10550958,Routine Inspection
Chief's BBQ & Grill,78745,11/21/2014,91,"7811 S 1ST ST
AUSTIN, TX 78745
(30.1842035973866, -97.7920132777547)",2802324,Routine Inspection
Congress Austin,78701,11/21/2014,80,"200 CONGRESS AVE
AUSTIN, TX 78701
(30.2646011349829, -97.7444232076484)",10492670,Routine Inspection
Smoothie Yogurt Paradise,78613,11/21/2014,84,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.4705647438406, -97.8065482861932)",2800800,Routine Inspection
Starbucks Coffee #13418,78723,11/21/2014,100,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.3063597043884, -97.7091676749363)",10065891,Routine Inspection
Brick Oven Restaurant,78759,11/21/2014,92,"10710 RESEARCH BLVD
AUSTIN, TX 78759
(30.3985439739783, -97.7483642316863)",2800033,Routine Inspection
Pollo Borracho,78753,11/21/2014,87,"9717 N LAMAR BLVD
AUSTIN, TX 78753
(30.3658352846195, -97.6945410523043)",10651320,Routine Inspection
Church's Fried Chicken #765,78758,11/21/2014,89,"8545 RESEARCH BLVD
AUSTIN, TX 78758
(30.3608028642038, -97.716324912983)",2800156,Routine Inspection
Walgreens,78753,11/21/2014,96,"9307 N LAMAR BLVD
AUSTIN, TX 78753
(30.3620327832021, -97.6971369649085)",2803661,Routine Inspection
El Buen Pastor Child Dev. Cent,78702,11/21/2014,97,"1208 WILLOW ST
AUSTIN, TX 78702
(30.2590967248975, -97.7321055247117)",2801293,Routine Inspection
"Courtyard Tennis Club, The",78731,11/21/2014,100,"5608 COURTYARD DR
AUSTIN, TX 78731
(30.3535875184685, -97.7907825795043)",2801083,Routine Inspection
Sonic,78758,11/21/2014,93,"12453 LAMPLIGHT VILLAGE AVE
AUSTIN, TX 78758
(30.4148393352862, -97.6960326239119)",2800491,Routine Inspection
IHOP,78729,11/21/2014,96,"13201 N FM 620 RD
AUSTIN, TX 78729
(30.4679433423647, -97.7925089872537)",2802880,Routine Inspection
Jason's Deli,78759,11/21/2014,87,"10225 RESEARCH BLVD
AUSTIN, TX 78759
(30.3946060770567, -97.7447151639823)",2802326,Routine Inspection
HEB Grocery,78723,11/21/2014,100,"1801 E 51ST ST
AUSTIN, TX 78723
(30.3017906709062, -97.6986712261156)",10971971,Routine Inspection
Covenant Presbyterian Church,78731,11/21/2014,100,"3003 NORTHLAND DR
AUSTIN, TX 78731
(30.3347266893757, -97.7530932156599)",10272029,Routine Inspection
Dollar General Store #12967,78723,11/21/2014,93,"6729 MANOR RD
AUSTIN, TX 78723
(30.3110135651773, -97.665928988796)",10781348,Routine Inspection
Howdy Donut,78704,11/21/2014,80,"343 S CONGRESS AVE
AUSTIN, TX 78704
(30.2572129790641, -97.7465160338277)",10661014,Routine Inspection
Papa John's #934,78723,11/21/2014,95,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.3063597043884, -97.7091676749363)",10095303,Routine Inspection
Lakeline Cinema,78613,11/21/2014,97,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.4705647438406, -97.8065482861932)",2801503,Routine Inspection
Inflatable Wonderland,78613,11/21/2014,100,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.4705647438406, -97.8065482861932)",2802924,Routine Inspection
Sonic Drive In,78702,11/21/2014,97,"1815 AIRPORT BLVD
AUSTIN, TX 78702
(30.2818166680199, -97.7029675398231)",2800294,Routine Inspection
"HEB Food Store #639 - Deli, Bakery, Produce, Cafe",78723,11/21/2014,85,"1801 E 51ST ST
AUSTIN, TX 78723
(30.3017906709062, -97.6986712261156)",10999165,Routine Inspection
Taco Cabana #127,78759,11/21/2014,100,"9605 RESEARCH BLVD
AUSTIN, TX 78759
(30.3883204477304, -97.7430272170023)",2800869,Routine Inspection
BC - Starbucks Coffee #6397,78733,11/21/2014,100,"12400 W SH
BEE CAVE, TX 78733
(30.3040552874992, -97.9334994906515)",10261986,Routine Inspection
"Magellan International School, The",78731,11/20/2014,97,"7130 CHIMNEY CORNERS
AUSTIN, TX 78731
(30.3581060679331, -97.7608433336065)",10438602,Routine Inspection
Target (Food Service) T-1061,78749,11/20/2014,94,"5300 S MOPAC EXPY
AUSTIN, TX 78749
(30.2339938459514, -97.8279711309569)",2801124,Routine Inspection
Queen Lola's Cajun Kitchen,78702,11/20/2014,76,"1815 ROSEWOOD AVE
AUSTIN, TX 78702
(30.2695588668828, -97.719163687339)",2802489,Routine Inspection
Circle K Store #2704684,78735,11/20/2014,80,"6412 W US 290 HWY
AUSTIN, TX 78735
(30.2352347960778, -97.8626164473637)",10759314,Routine Inspection
SV - Cost Plus World Market,78745,11/20/2014,100,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.2268965135805, -97.82128870052)",10003517,Routine Inspection
SV - Barnes & Noble Booksellers,78745,11/20/2014,100,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.2268965135805, -97.82128870052)",2801109,Routine Inspection
Wal-Mart Supercenter/Meat&Seafood #1185,78753,11/20/2014,100,"1030 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.3391586368487, -97.6911691927178)",2803919,Routine Inspection
Target Store   T-1061,78749,11/20/2014,100,"5300 S MOPAC EXPY
AUSTIN, TX 78749
(30.2339938459514, -97.8279711309569)",2803808,Routine Inspection
Wal-Mart #1185,78753,11/20/2014,93,"1030 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.3391586368487, -97.6911691927178)",2803870,Routine Inspection
Starbuck's Coffee Co #6256,78731,11/20/2014,94,"3637 FAR WEST BLVD
AUSTIN, TX 78731
(30.3546712739985, -97.7564783867794)",2801229,Routine Inspection
Wal-Mart Supercenter/Bakery&Deli #1185,78753,11/20/2014,92,"1030 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.3391586368487, -97.6911691927178)",2803918,Routine Inspection
Pho King,78753,11/20/2014,87,"1021 E PARMER LN
AUSTIN, TX 78753
(30.3986590528424, -97.6551863773385)",10314266,Routine Inspection
Denny's #686,78752,11/20/2014,85,"7100 N IH
AUSTIN, TX 78752
(30.332488493128, -97.7052460819482)",2800171,Routine Inspection
IHOP,78746,11/20/2014,92,"1101 S MOPAC EXPY
AUSTIN, TX 78746
(30.2645545125649, -97.7825016500359)",2803056,Routine Inspection
Denny's #1008,78704,11/20/2014,94,"2320 S IH
AUSTIN, TX 78704
(30.2332384238625, -97.7426054857497)",2800442,Routine Inspection
Pepe's Fruit Cups,78758,11/20/2014,89,"9616 N LAMAR BLVD
AUSTIN, TX 78758
(30.3668012127005, -97.695637446205)",10469294,Routine Inspection
McDonald's,78721,11/20/2014,96,"1143 1 2 AIRPORT BLVD
AUSTIN, TX 78721
(30.2722951375147, -97.6968230352069)",10915040,1st Follow Up to Routine of 50 - 69
BC - Walgreens #11272,78738,11/20/2014,97,"12200 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.3074527333578, -97.931375688135)",10262066,Routine Inspection
El Buen Samaritano Episcopal Mission,78745,11/20/2014,83,"7000 WOODHUE DR
AUSTIN, TX 78745
(30.1990839439087, -97.8016398966247)",10524891,Routine Inspection
Best Stop Food Market,78702,11/20/2014,72,"1130 AIRPORT BLVD
AUSTIN, TX 78702
(30.2676850221771, -97.6965314785474)",2803494,Routine Inspection
Bamboo Grill,78750,11/19/2014,89,"6507 JESTER BLVD
AUSTIN, TX 78750
(30.3697661022155, -97.8004341145976)",10175463,Routine Inspection
Los Comales Taqueria,78702,11/19/2014,85,"2136 E 7TH ST
AUSTIN, TX 78702
(30.2619413526235, -97.718406794701)",2800923,Routine Inspection
"Micah 6 of Austin, Texas",78705,11/19/2014,100,"2203 SAN ANTONIO ST
AUSTIN, TX 78705
(30.285550680916, -97.7424781583169)",10370003,Routine Inspection
University Baptist Church,78705,11/19/2014,100,"2130 GUADALUPE ST
AUSTIN, TX 78705
(30.2847642380555, -97.7422140470389)",10117252,Routine Inspection
The Children's Center of Austin,78732,11/19/2014,100,"4308 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.3824031775896, -97.8845240583557)",10000683,Routine Inspection
Americas Best Value Inn - South Austin,78741,11/19/2014,97,"2915 S IH
AUSTIN, TX 78741
(30.226766784411, -97.7439170507289)",10994739,Routine Inspection
BC - Faraday's Kitchen Store,78738,11/19/2014,100,"12918 SHOPS PKWY
BEE CAVE, TX 78738
(30.3071572617609, -97.9447332242179)",10925976,Routine Inspection
Barnes and Nobles Booksellers,78613,11/19/2014,100,"14010 N US 183 HWY
AUSTIN, TX 78613
(30.4737191093273, -97.8013255206834)",2801399,Routine Inspection
Hospice Austin,78722,11/19/2014,95,"2820 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78722
(30.2818064295602, -97.710653446595)",2801039,Routine Inspection
BC - The Candy Jar,78738,11/19/2014,100,"12700 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.3086272068998, -97.9387347033353)",11003197,Routine Inspection
Josephine House,78703,11/19/2014,90,"1601 WATERSTON AVE
AUSTIN, TX 78703
(30.2805984592876, -97.7590162604075)",10879746,Routine Inspection
Salvation Army  (Austin Shelter),78721,11/19/2014,97,"4613 TANNEHILL LN
AUSTIN, TX 78721
(30.2838931683112, -97.6705926753584)",2801962,Routine Inspection
Five Guys Burgers and Fries,78749,11/19/2014,100,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.2213885490963, -97.8396535670048)",11114949,Routine Inspection
Twin Liquors,78751,11/19/2014,97,"1000 E 41ST ST
AUSTIN, TX 78751
(30.3004726549805, -97.7196502668685)",10175477,Routine Inspection
Maudies Hacienda,78748,11/19/2014,84,"9911 BRODIE LN
AUSTIN, TX 78748
(30.1845276638549, -97.8485939341403)",2802198,Routine Inspection
Mel's Lone Star Lanes/ CJ's Catering,78717,11/19/2014,97,"9400 NEENAH AVE
AUSTIN, TX 78717
(30.488980985588, -97.7612279166822)",10330662,Routine Inspection
McDonald's #14128,78753,11/19/2014,93,"1024 E ANDERSON LN
AUSTIN, TX 78753
(30.3367854543947, -97.6934585180208)",2801548,Routine Inspection
Pei Wei Asian Diner,78704,11/19/2014,76,"4200 S LAMAR BLVD
AUSTIN, TX 78704
(30.2360380485488, -97.7953180890818)",2802412,Routine Inspection
Quad Food Mart,78704,11/19/2014,97,"628 E OLTORF ST
AUSTIN, TX 78704
(30.2370937981337, -97.7490813615675)",10752202,Routine Inspection
Luby's/ Fuddruckers,78748,11/19/2014,100,"415 W SLAUGHTER LN
AUSTIN, TX 78748
(30.1703085405958, -97.797432695705)",11047159,Routine Inspection
Simon's Cafe Capital Metro,78702,11/19/2014,89,"2910 E 5TH ST
AUSTIN, TX 78702
(30.2565398077684, -97.7097608061682)",10213446,Routine Inspection
Dev's Shell,78756,11/19/2014,93,"4001 MEDICAL PKWY
AUSTIN, TX 78756
(30.3086369301617, -97.7424701201892)",2804118,Routine Inspection
Westlake High School,78746,11/19/2014,90,"3800 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.2755850978425, -97.8123854887744)",2801701,Routine Inspection
Lammes Candies,78613,11/19/2014,100,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.4705647438406, -97.8065482861932)",2803607,Routine Inspection
Salt & Time Butcher Shop and Salumeria,78702,11/19/2014,91,"1912 E 7TH ST
AUSTIN, TX 78702
(30.2626655070838, -97.7211428655996)",10863629,1st Follow Up to Routine of 50 - 69
Twice the Ice,78702,11/19/2014,100,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272211588619, -97.6980653554362)",10748848,Routine Inspection
Wendy's 101 - 1671,78753,11/19/2014,96,"1418 E ANDERSON LN
AUSTIN, TX 78753
(30.3336956150948, -97.6871099036265)",11114878,Routine Inspection
Ana's Mart,78701,11/19/2014,90,"800 BRAZOS ST
AUSTIN, TX 78701
(30.2699726096549, -97.7408406031368)",10426778,Routine Inspection
DoubleDave's Pizzaworks,78749,11/19/2014,97,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.2213885490963, -97.8396535670048)",10589732,Routine Inspection
BC - Amy's Ice Cream,78738,11/19/2014,100,"13420 GALLERIA CIR
BEE CAVE, TX 78738
(30.3095722804796, -97.9393391786955)",10354145,Routine Inspection
Denny's #7356,78702,11/19/2014,88,"1601 N IH
AUSTIN, TX 78702
(30.2765867551104, -97.7297225817896)",10785679,Routine Inspection
CiCi's Pizza,78745,11/19/2014,84,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2018849806475, -97.8050588653809)",10507223,Routine Inspection
Double Dave's Pizzaworks,78748,11/19/2014,92,"9500 S IH
AUSTIN, TX 78748
(30.1627552377516, -97.7926451618745)",10328502,Routine Inspection
Simon's Cafe @ ACC,78736,11/19/2014,96,"7748 W US 290 HWY
AUSTIN, TX 78736
(30.2317192678944, -97.8834168728468)",2801991,Routine Inspection
Randall's #2485(Deli),78745,11/19/2014,84,"2025 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.2292515780694, -97.7900984258053)",2800908,Routine Inspection
LW - Subway,78734,11/19/2014,94,"2303 S FM 620 RD
LAKEWAY, TX 78734
(30.3406476900798, -97.966993174337)",10262569,Routine Inspection
Applebee's,78717,11/19/2014,85,"11013 LAKELINE MALL DR
AUSTIN, TX 78717
(30.4721655935528, -97.7998398979805)",10870119,Routine Inspection
Austin Pizza Garden,78735,11/19/2014,78,"6266 W US 290 HWY
AUSTIN, TX 78735
(30.235881767815, -97.8590205650507)",2800896,Routine Inspection
Starbright Preschool,78704,11/19/2014,87,"3900 VALLEY VIEW RD
AUSTIN, TX 78704
(30.2336037069484, -97.7836691301268)",10254059,Routine Inspection
Walgreen's #2462,78702,11/19/2014,97,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272211588619, -97.6980653554362)",2803419,Routine Inspection
Short Stop,78745,11/19/2014,89,"6920 MANCHACA RD
AUSTIN, TX 78745
(30.2024732880939, -97.8082517566067)",2801588,Routine Inspection
Lavaca Teppan,78701,11/18/2014,97,"1712 LAVACA ST
AUSTIN, TX 78701
(30.2800521065439, -97.7413589580614)",10597492,Routine Inspection
Campbell Elementary,78722,11/18/2014,100,"2613 ROGERS AVE
AUSTIN, TX 78722
(30.2825277517022, -97.7133782164234)",2800454,Routine Inspection
Din Ho Chinese BBQ,78758,11/18/2014,87,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.3609784670533, -97.7157651129842)",2801257,Routine Inspection
P. Terry's Commissary,78751,11/18/2014,94,"5555 N LAMAR BLVD
AUSTIN, TX 78751
(30.3237023149923, -97.7257264468036)",10382240,Routine Inspection
Staybridge Suites Austin Northwest,78729,11/18/2014,86,"13087 N US 183 HWY
AUSTIN, TX 78729
(30.4406458302145, -97.7794749239679)",10229485,Routine Inspection
NYOS Charter School,78753,11/18/2014,100,"12301 N LAMAR BLVD
AUSTIN, TX 78753
(30.4022320703424, -97.6788530938325)",2801780,Routine Inspection
Govalle Elementary,78702,11/18/2014,89,"3601 GOVALLE AVE
AUSTIN, TX 78702
(30.2644238736849, -97.6984416068463)",2800344,Routine Inspection
Wal-Mart Supercenter #4554,78757,11/18/2014,96,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.3554776872725, -97.7335442507771)",10467333,Routine Inspection
MTM Indian Foods,78717,11/18/2014,92,"9225 W PARMER LN
AUSTIN, TX 78717
(30.4781761184732, -97.7661529752525)",10626866,Routine Inspection
Meals On Wheels and More,78702,11/18/2014,100,"3227 E 5TH ST
AUSTIN, TX 78702
(30.2545252749975, -97.7063421275389)",2801634,Routine Inspection
Creek Side Cafe,78759,11/18/2014,88,"8310 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.3857871868958, -97.7685248886527)",10639178,Routine Inspection
7-Eleven,78745,11/18/2014,100,"8010 BRODIE LN
AUSTIN, TX 78745
(30.2029826289964, -97.8377392575807)",10138206,Routine Inspection
CVS/Pharmacy #8387,78749,11/18/2014,100,"3500 W SLAUGHTER LN
AUSTIN, TX 78749
(30.1842009426748, -97.8500219093635)",2804017,Routine Inspection
Sam's Club #6453 Sample Stations,78759,11/18/2014,97,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.3909308941932, -97.7423638229905)",10408633,Routine Inspection
Sam's Club #6453/Meat & Deli,78759,11/18/2014,93,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.3909308941932, -97.7423638229905)",2803920,Routine Inspection
"Schlotzsky's Stores, LLC",78753,11/18/2014,89,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.4052725280433, -97.6718973772957)",10004379,Routine Inspection
Caffe Medici,78705,11/18/2014,100,"2222 GUADALUPE ST
AUSTIN, TX 78705
(30.2855926185446, -97.7421038654875)",2800910,Routine Inspection
China House Restaurant,78758,11/18/2014,90,"9505 BURNET RD
AUSTIN, TX 78758
(30.3786154396001, -97.7246189128346)",10147146,Routine Inspection
Al's Food Mart,78702,11/18/2014,88,"3503 WEBBERVILLE RD
AUSTIN, TX 78702
(30.2703460749258, -97.7058403218072)",2801111,Routine Inspection
Galaxy Cafe,78748,11/18/2014,75,"9911 BRODIE LN
AUSTIN, TX 78748
(30.1845276638549, -97.8485939341403)",2802121,Routine Inspection
Bombay Bistro,78704,11/18/2014,87,"4200 S LAMAR BLVD
AUSTIN, TX 78704
(30.2360380485488, -97.7953180890818)",10486254,1st Follow Up to Routine of 50 - 69
Twin Creeks Cellar,78652,11/18/2014,100,"12521 TWIN CREEKS RD
MANCHACA, TX 78652
(30.1294585598326, -97.8224693122782)",11062319,Routine Inspection
Sam's Club #6453 Produce & Groceries,78759,11/18/2014,100,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.3909308941932, -97.7423638229905)",2803420,Routine Inspection
Emerald Tavern Games and Cafe,78757,11/18/2014,96,"9012 RESEARCH BLVD
AUSTIN, TX 78757
(30.370678416984, -97.7257272971406)",10970789,Routine Inspection
Residence Inn Austin South,78744,11/18/2014,84,"4537 S IH
AUSTIN, TX 78744
(30.208476692581, -97.7548411384139)",10047998,Routine Inspection
Drink.Well.,78751,11/18/2014,89,"207 E 53RD ST
AUSTIN, TX 78751
(30.317244723517, -97.7206122254301)",10712101,Routine Inspection
Walnut Market #1,78754,11/18/2014,90,"1900 E ANDERSON LN
AUSTIN, TX 78754
(30.3303416976364, -97.6798405214321)",10031957,Routine Inspection
Sam's Club #6453 Bakery,78759,11/18/2014,93,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.3909308941932, -97.7423638229905)",2803921,Routine Inspection
Jet's Pizza,78748,11/18/2014,86,"9001 BRODIE LN
AUSTIN, TX 78748
(30.1939629127623, -97.8426304540056)",10903623,Routine Inspection
"Wal-Mart Supercenter #4554 (Bakery, Deli)",78757,11/18/2014,100,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.3554776872725, -97.7335442507771)",10469793,Routine Inspection
Sam's Club #6453 Cafe,78759,11/18/2014,100,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.3909308941932, -97.7423638229905)",2800884,Routine Inspection
Austin's Pizza,78705,11/18/2014,94,"2324 GUADALUPE ST
AUSTIN, TX 78705
(30.2870825237805, -97.7418673386551)",2802926,Routine Inspection
Margarita's Mexican Grill,78729,11/17/2014,59,"6301 W PARMER LN
AUSTIN, TX 78729
(30.4453201879763, -97.7437144742528)",10897746,Routine Inspection
Tucci's Southside Subs,78736,11/17/2014,95,"7101 W SH
AUSTIN, TX 78736
(30.234483140448, -97.8777118128376)",2803090,Routine Inspection
Mainspring Schools,78704,11/17/2014,89,"1100 W LIVE OAK ST
AUSTIN, TX 78704
(30.2471007162287, -97.7648681276455)",2800732,Routine Inspection
Casa Maria,78745,11/17/2014,70,"4327 S 1ST ST
AUSTIN, TX 78745
(30.2214079714444, -97.7721853745425)",2801167,Routine Inspection
Detour,78749,11/17/2014,97,"6705 W US 290 HWY
AUSTIN, TX 78749
(30.2331724463212, -97.8656266057752)",2802552,Routine Inspection
Chick-Fil-A,78748,11/17/2014,85,"161 W SLAUGHTER LN
AUSTIN, TX 78748
(30.1670845338678, -97.7918526547038)",10000498,Routine Inspection
Umi Sushi Bar & Grill,78745,11/17/2014,71,"5510 S IH
AUSTIN, TX 78745
(30.2004468908381, -97.7644501223165)",2801677,Routine Inspection
Bombay Bistro,78759,11/17/2014,80,"10710 RESEARCH BLVD
AUSTIN, TX 78759
(30.3985439739783, -97.7483642316863)",2802649,Routine Inspection
K C Donuts,78749,11/17/2014,92,"8106 BRODIE LN
AUSTIN, TX 78749
(30.2021463177369, -97.838715507655)",2801846,Routine Inspection
La Hacienda Market,78753,11/17/2014,96,"9717 N LAMAR BLVD
AUSTIN, TX 78753
(30.3658352846195, -97.6945410523043)",2803754,Routine Inspection
Clifton Center,78752,11/17/2014,93,"1519 CORONADO HILLS DR
AUSTIN, TX 78752
(30.3266001032697, -97.6872876374847)",2800600,Routine Inspection
Pizza Hut,78735,11/17/2014,97,"6330 W US 290 HWY
AUSTIN, TX 78735
(30.2354543061927, -97.8614683742327)",2802719,Routine Inspection
Residence Inn Parmer Lane,78753,11/17/2014,100,"12401 N LAMAR BLVD
AUSTIN, TX 78753
(30.4065347452289, -97.6774809649757)",10053469,Routine Inspection
Ajishin Sushi & Noodle,78729,11/17/2014,88,"6301 W PARMER LN
AUSTIN, TX 78729
(30.4453201879763, -97.7437144742528)",10647273,Routine Inspection
Vitamin Cottage Natural Food Markets,78758,11/17/2014,95,"10515 N MOPAC EXPY
AUSTIN, TX 78758
(30.3916106483513, -97.7324508730711)",10492569,Routine Inspection
La Hacienda Mkt Taqueria,78753,11/17/2014,95,"9717 N LAMAR BLVD
AUSTIN, TX 78753
(30.3658352846195, -97.6945410523043)",2801320,Routine Inspection
Pizza Hut,78749,11/17/2014,96,"8400 BRODIE LN
AUSTIN, TX 78749
(30.2004362569145, -97.8394764988011)",11035522,Routine Inspection
Vista Academy of Austin-Mueller,78723,11/17/2014,100,"1504 E 51ST ST
AUSTIN, TX 78723
(30.3054696635227, -97.7016010777678)",11003764,Routine Inspection
Yummi Taco,78759,11/17/2014,85,"12518 RESEARCH BLVD
AUSTIN, TX 78759
(30.4287192888917, -97.7604742351356)",11067537,Routine Inspection
Thunderbird Cafe and Tap Room,78756,11/14/2014,97,"1401 W KOENIG LN
AUSTIN, TX 78756
(30.330827047972, -97.7320255728366)",10003362,Routine Inspection
La Michoacana Meat Market,78753,11/14/2014,82,"9308 N LAMAR BLVD
AUSTIN, TX 78753
(30.3626062889667, -97.6981507375681)",2804032,Routine Inspection
